,listing_id,description,room_type
12481,22229793,Quiet cozy room in Williamsburg,private room
12482,22230294,"Large, Bright, Open 1-BR Oasis in Gramercy Park",entire home/apt
12483,22230454,☆Huge Private Room Near Park & Train in MANHATTAN!,private room
12484,22230702,(☆☆☆☆☆) New ultra-modern 1 bedroom apartment,entire home/apt
12485,22231328,Spacious Brooklyn loft in Clinton Hill,private room
12486,22231453,•HEART OF WILLIAMSBURG APARTMENT COZY&PRIVATE•,private room
12487,22231557,•COZY APARTMENT 5 MINS TO MANHATTAN•,private room
12488,22231811,Stylish & Spacious 1BD in Central Harlem!,entire home/apt
12489,22232269,Cozy one bedroom apartment perfect for couples,entire home/apt
12490,22233039,Room in Central Harlem for the holidays,private room
12491,22235441,"Safe, Overnight Crash Pad Near JFK, LGA and NYC",shared room
12492,22241250,Newly renovated 1br in the heart of NY,entire home/apt
12493,22241573,Private Room B In Prime Location,private room
12494,22241696,Private Room C In Prime Location,private room
12495,22242334,Whole Apartment Near Prospect Park,entire home/apt
12496,22245492,Ft Greene Studio,entire home/apt
12497,22246864,••Rare Find! Modern Room Near Subway & JFK••,private room
12498,22251000,Charming 1 bedroom in West Village,entire home/apt
12499,22251884,Authentic and Open Tribeca Loft,entire home/apt
12500,22251910,Williamsburg Penthouse with 3 Private Terraces!,entire home/apt
12501,22258326,Gorgeous spacious renovated 1Bed in Hellskitchen!,entire home/apt
12502,22258450,Gorgeous Queen Luxury Bedroom near J subway,private room
12503,22259132,Elegant 2 Bedroom Cobble Hill apartment,entire home/apt
12504,22260546,HUGE room in prime BUSHWICK,private room
12505,22262408,Cozy East Village Studio,entire home/apt
12506,22262982,Cozy place next to Times Square,private room
12507,22263267,Cozy apartment in Central Park North,entire home/apt
12508,22263855,SPECTACULAR SOHO GREAT ROOM LOFT 6000sq feet,entire home/apt
12509,22265765,2Br~Prime Upper east~Central park~10 Min,entire home/apt
12510,22266183,Home away from home in Upper Manhattan,private room
12511,22266875,Cozy one bedroom,entire home/apt
12512,22267036,Bright beautiful modern large and secure.,entire home/apt
12513,22267217,City Living with a Home Town Feel.,private room
12514,22267382,Modern and Cozy Large Studio in Brooklyn,entire home/apt
12515,22267906,located 15 minutes away from Time Square,private room
12516,22268101,Cute & Quiet 1 Bedroom In Greenwich Village,entire home/apt
12517,22268166,"Manhattan, Room w/3 Beds Near Metro & Central Park",private room
12518,22270195,LIC Private 1 Bdrm 10 mins away Manhattan NYC,private room
12519,22274388,Large Bedroom/Living Room/Bathroom and Backyard,private room
12520,22274932,Bushwick Street Art,private room
12521,22276159,Affordable private room in a home in NYC,private room
12522,22278896,Affordable pied-a-Terre near south brooklyn ferry.,entire home/apt
12523,22278941,Book it Vintage!,private room
12524,22279040,"Private Room (rm2), 5 mins from Columbia",private room
12525,22279575,"Comfort, convenience, elegance near Prospect Park",private room
12526,22280002,Stuyvesant Heights Loft like Apartment.,entire home/apt
12527,22280395,Chinatown Super-host Quarters,entire home/apt
12528,22281732,"Private Room (rm4), 5 mins from Columbia",private room
12529,22281854,2 Queen Beds in Private bedroom Safe neighborhood,private room
12530,22281888,The Fountain House,entire home/apt
12531,22282419,The real New York experience,private room
12532,22282513,Private Room on Greene,private room
12533,22282585,New Private studio-apartment,entire home/apt
12534,22284181,Real 1 BR Musical Gem in Times Sq/Midtown West,entire home/apt
12535,22288453,Private & Cozy Harlem/Washington Heights Room,private room
12536,22290340,Brooklyn House,entire home/apt
12537,22290967,(Room 102)法拉盛舒适轻奢套房,private room
12538,22291736,Perfect location -  Clean and spacious!,entire home/apt
12539,22291811,Charming flat with Williamsburg view,entire home/apt
12540,22292535,Söderläge - Spacious Queen bedroom in Williamsburg,private room
12541,22292617,"Renovated apt, Harlem brownstone, private entrance",entire home/apt
12542,22292865,"BEDSTUY BK - PAD
SHORT/ LONG TERM STAYS
NO EVENTS",entire home/apt
12543,22294028,Spaced and beautiful - manhattan - close to subway,private room
12544,22294102,"Chic, Cozy Gramercy Apartment",entire home/apt
12545,22294283,Outdoor Space  2bed 2bath plus POOL,entire home/apt
12546,22294649,Cozy bedroom+bath for 2 in historic Park Slope NYC,private room
12547,22295038,Home away from Home-Close to trains and JFK,entire home/apt
12548,22295591,Huge Luxury Brooklyn Apartment,entire home/apt
12549,22295702,East Village Studio Apartment,entire home/apt
12550,22295848,Boutique Style Studio in the Heart of Astoria,entire home/apt
12551,22301670,Charming One Bedroom In Cobble Hill,entire home/apt
12552,22302452,High Ceilings & Great Light,private room
12553,22303888,"Convenient to the east and west, private basement.",entire home/apt
12554,22303956,LARGE Best Loc & View of NYC! 10 Min to Time Sqr,private room
12555,22304458,Loft w/Private Rooftop. Spectacular NYC Views,entire home/apt
12556,22304644,Shannan's Place,private room
12557,22305896,Charming Garden Apartment in Brooklyn Brownstone,entire home/apt
12558,22306300,Stylish spacious 1 bd centrally located in Midtown,entire home/apt
12559,22307800,Cozy One Bedroom Apt in Brooklyn Close to Beaches,entire home/apt
12560,22309616,"Cool and Cozy living room, confortable couch .",shared room
12561,22309710,"Newly Renovated, by LaGuardia Airport",entire home/apt
12562,22309943,Private room in Brooklyn 3 blocks from subway.,private room
12563,22310190,COZY&QUITE WITH PARK AROUND THE BLOCK BARS & SHOPS,entire home/apt
12564,22312190,Art Lover’s Dream! Chelsea Delight!,private room
12565,22316496,Cozy private room in the heart of Nolita / Soho,private room
12566,22318150,Large Loft Apartment - Private Terrace and Rooftop,entire home/apt
12567,22321252,Private bedroom in a doorman building in NYC,private room
12568,22321708,Quiet and Spacious Bedroom by the Astoria Park,private room
12569,22321716,"Entire Apart, Close to Airport 15 min to Manhattan",entire home/apt
12570,22322326,Cozy room next to TimesSquare.,private room
12571,22322524,Alcove Studio in the heart of Williamsburg,entire home/apt
12572,22323325,Cozy One-Bedroom In Heart of Williamsburg,entire home/apt
12573,22324705,Spacious 1 Bedroom in the Heart of Union Square!,entire home/apt
12574,22325426,Convenient and friendly home  away from home,private room
12575,22327622,Teranga (Hospitality) in Brooklyn,private room
12576,22327744,Sunny room in Queens for couple,private room
12577,22328089,*BEAUTIFUL BEDROOM**SUBWAY CLOSE!!,private room
12578,22329791,"Time Square ,Super Clean and Safe 2bedroom",entire home/apt
12579,22330756,Cosy private Bedroom in Williamsburg,private room
12580,22336218,Greenpoint Sun Garden,private room
12581,22336299,Boho Chic One Bedroom In Cobble Hill Brookyn,entire home/apt
12582,22336899,Brooklyn Home with Jacuzzi Tub and Backyard,entire home/apt
12583,22338292,Cute small one bedroom in Queens Woodside,entire home/apt
12584,22338296,Two Bedroom UES Apartment with Great Amenities,entire home/apt
12585,22338304,"Brand New, Furnished 1 bedroom apartment",entire home/apt
12586,22338850,**BUDGET private room w/backyard,private room
12587,22339218,*Lp)  Amazing Private Room in Brooklyn,private room
12588,22339390,Easin' on the Artist Row,private room
12589,22339430,*Ep)  Beautiful Private Room 20 min to Manhattan,private room
12590,22339572,*Tr)  Charming Private Room 20 min to manhattan,private room
12591,22339698,A Lovely 1 Bedroom Apartment Near Transportation !,entire home/apt
12592,22339754,Artistic Chic East Village Flat!,private room
12593,22339757,*Dg)  Delightful Private Room 20 min to Manhattan,private room
12594,22339967,Great Room on UES,private room
12595,22340093,Newly Furnished 2BR~Prime UES~CPark~subway2 blocks,entire home/apt
12596,22340384,Great Place! Great Space! Welcome 2 My BK Place!,entire home/apt
12597,22340808,Manhattan Club Luxury Condo Central Park - Suite,entire home/apt
12598,22341035,"Cozy room 4 one JFK, LGA & subway to Manhattan",private room
12599,22341308,Large Private Room Perfect for 3-4 people!,private room
12600,22342382,"MASTER, BEDROOM CLOSE TO LGA/TO MANHATTAN",private room
12601,22342547,3 BR apt on 2nd floor. Close to airport & Shopping,entire home/apt
12602,22343079,Sunny and Private Room close to Manhattan!!!,private room
12603,22343658,"+Williamsburg Private Bedroom, Private backyard!",private room
12604,22343909,Sublevel Penthouse Suite,entire home/apt
12605,22343961,✪Modern house @ Williamsburg | 15min to Manhattan✪,entire home/apt
12606,22344483,Greenpoint Pad,entire home/apt
12607,22345271,Apartment in Trendy and Vibrant Lower East Side,entire home/apt
12608,22345676,Bushwick/BedStuy Studio Apartment,entire home/apt
12609,22346131,MODERN HAVEN IN CITY,entire home/apt
12610,22346441,"Private room for 4 JFK, LGA, Subway to Manhattan",private room
12611,22350243,Nice Penthouse very close to Manhattan and airport,private room
12612,22352661,Modern 1 Bedroom in East Williamsburg,entire home/apt
12613,22352928,Bright Brooklyn garden level apartment,entire home/apt
12614,22354307,Location location soho cozy apt heart of NYC,entire home/apt
12615,22354598,Ideal studio in Midtown Manhattan,entire home/apt
12616,22356843,Bright Light Highrise Spacious Room with Balcony,private room
12617,22356845,The BROOKLYN Room with Outdoor Space,entire home/apt
12618,22357450,Stunning & spacious loft in the heart of W.berg,entire home/apt
12619,22358421,Sex in the City Pad w/ Open City Views  PRIME UES!,entire home/apt
12620,22359767,"Chic 4 BEDROOM, Nearby Metro, Rooftop.",entire home/apt
12621,22360132,Upper West Side Garden apartment,entire home/apt
12622,22361604,Brooklyn Palace,entire home/apt
12623,22361893,Studio apartment -PRIVATE,entire home/apt
12624,22362691,Cozy up in family friendly Queens!,entire home/apt
12625,22363371,Clean&Simple 2- Airport delays & Layovers,entire home/apt
12626,22370132,Shared HARLEM Loft w/ Private Bedroom/Bath Suite,private room
12627,22370339,Beautiful One Bedroom,entire home/apt
12628,22370386,1 Bedroom in 2 bedroom apartment near Central Park,private room
12629,22371082,KING ROOM IN 1500 SQFT WBRG BALLROOM LOFT,private room
12630,22372939,"Spacious entire apartment in Carroll Gardens, BK.",entire home/apt
12631,22373128,Bronx Norwood Apt,private room
12632,22373272,Historic Crown Heights Townhouse w. Private Yard,entire home/apt
12633,22374327,Time Square cozy room to dream big,private room
12634,22374799,★Spacious 2 b/r apt | 3 beds + WiFi~Sleeps 1-6★,entire home/apt
12635,22376064,Brooklyn Chill Space One Bedroom,entire home/apt
12636,22376093,Private Cozy Rustic Escape in Williamsburg,entire home/apt
12637,22376903,Lily Brooklyn Private Home,entire home/apt
12638,22376920,"Quiet, Cozy Room | Heart of Midtown! | Steps to UN",private room
12639,22376956,Best view of the Empire State in all NYC!,entire home/apt
12640,22378688,Lovely apartment,private room
12641,22379701,Private room + full bathroom / lots of sun + dogs,private room
12642,22382863,Williamsburg Luxury Private 1bed1bath.,private room
12643,22384473,MASTER BEDROOM IN THE HEART OF MIDTOWN EAST!,private room
12644,22384717,Upper Manhattan Oasis,private room
12645,22384915,King Sized Room in Prospect Lefferts Gardens,private room
12646,22385723,"Large, Sunny Bushwick Loft with Rooftop Access",private room
12647,22386804,Spacious Gem in the heart of NYC,entire home/apt
12648,22387260,Large Private House Apartment Near Yankee Stadium,entire home/apt
12649,22387499,Peaceful Garden Apartment in Architect's Townhouse,entire home/apt
12650,22389035,Spacious Bright Top Floor Apt w/ Balcony in LIC 1,private room
12651,22389071,"5* Modern Lux 2BR2B Midtown Manhattan, River Views",entire home/apt
12652,22389258,"Spacious & Sunny 2BD / 2BTH in Chelsea, Manhattan",entire home/apt
12653,22389296,Spacious Bright Top Floor Apt w/ Balcony in LIC 2,private room
12654,22390736,Luxurious Midtown Manhattan Apartment -Ladies Only,shared room
12655,22390755,Huge Clean Room in Trendy Bushwick,private room
12656,22394214,Cozy Apartment in Williamsburg,entire home/apt
12657,22395320,Manhattan Luxury Doorman Loft in Midtown South,private room
12658,22400254,large room and convenient to train and JFK. #4,private room
12659,22400368,Forest Houses City Getaway (No Hot Water),entire home/apt
12660,22400476,"Free yoga & sauna, awesome room. Sunny, wood floor",private room
12661,22400510,"Free yoga & sauna, beautiful room. Best hood. Nice",private room
12662,22400568,Perfect Beautiful Modern House in NYC Summer,entire home/apt
12663,22401048,"Yoga & sauna during your stay, spacious & sunny.",private room
12664,22401504,Charming Private Brooklyn Apartment,entire home/apt
12665,22403335,Fort Greene Jewel,entire home/apt
12666,22404730,"Modern & Cozy 2Bedroom apt.
15min to Times Square.",private room
12667,22406109,COZY STUDIO IN THE HEART OF CENTRAL HARLEM!,entire home/apt
12668,22406251,Manhattan room,private room
12669,22406991,法拉盛中心近地铁舒适单房—Cozy room in flushing,private room
12670,22408376,Colonial Bdr Near Midtown Manhattan,private room
12671,22409383,Park Slope 15 min to MANHATTAN SLEEPS 10 + INFANT,entire home/apt
12672,22409448,Premier Garden Suite near Columbia University,entire home/apt
12673,22411635,"Your insanely quiet, achingly cute, chillspot",private room
12674,22411833,Luxury Times Square High Rise,entire home/apt
12675,22417648,"Room w/ amazing views, elevator & private bathroom",private room
12676,22419249,SPACIOUS BROOKLYN STUDIO NEAR MUSEUM,entire home/apt
12677,22419704,"The ""TriBeCa LOFT"" #3 | A stylish 2 bed apt",entire home/apt
12678,22419930,Private 1 bedroom 10 mins away to Manhattan NYC,private room
12679,22420010,"The ""TriBeCa Loft"" #5 | A brand New 2 beds Loft",entire home/apt
12680,22421636,Cozy Apartment across Astoria Park,entire home/apt
12681,22425516,Private Bedroom Near Union Square and East Village,private room
12682,22431770,Freehand New York- Queen Room,private room
12683,22432497,Convenient PRIVATE ROOM in Brooklyn. Near station!,private room
12684,22432585,Peaceful Escape |Sunny+Modern| Close to Everything,private room
12685,22433291,Harlem Hideaway,private room
12686,22434082,Cozy West Village Apartment,entire home/apt
12687,22434380,Private Room for 1 person in LES/Chinatown,private room
12688,22435019,Splendid on The Park,entire home/apt
12689,22436581,Beautiful bedroom in Manhattan,private room
12690,22438742,White Castle,entire home/apt
12691,22445969,crème de la crème  - Luxurious 1 BR Grand Central,entire home/apt
12692,22446079,Beautiful Private Artist's Bungalow,entire home/apt
12693,22446479,"•COZY APARTMENT IN BEDFORD AREA, 5 MINS MANHATTAN•",private room
12694,22446568,Charming East Village 1 Bed,entire home/apt
12695,22448088,Room for rent in the heart of Manhattan,private room
12696,22448487,Renovated 1 bedroom in Bedstuy Brooklyn brownstone,entire home/apt
